Source Position,Source Feature,Business-Friendly Label,Repeat Number,Baseline PR AUC,Permuted PR AUC,PR AUC Decrease
8,feature_preferred_address_type,Preferred Address Type,21,0.07039154682743512,0.06896843973067572,0.001423107096759399
8,feature_preferred_address_type,Preferred Address Type,22,0.07039154682743512,0.07091929989899569,-0.0005277530715605688
8,feature_preferred_address_type,Preferred Address Type,23,0.07039154682743512,0.07046605140625467,-7.450457881955086e-05
8,feature_preferred_address_type,Preferred Address Type,24,0.07039154682743512,0.07194278936247181,-0.0015512425350366899
8,feature_preferred_address_type,Preferred Address Type,25,0.07039154682743512,0.07014523982065676,0.0002463070067783568
8,feature_preferred_address_type,Preferred Address Type,26,0.07039154682743512,0.07474254190045855,-0.004350995073023431
8,feature_preferred_address_type,Preferred Address Type,27,0.07039154682743512,0.07316215282424428,-0.0027706059968091584
8,feature_preferred_address_type,Preferred Address Type,28,0.07039154682743512,0.06867701995457487,0.0017145268728602503
8,feature_preferred_address_type,Preferred Address Type,29,0.07039154682743512,0.0671184897998844,0.0032730570275507215
8,feature_preferred_address_type,Preferred Address Type,30,0.07039154682743512,0.06813647056296629,0.0022550762644688305
